,index,Cube Name,Cubecon Type,cardID,addedTmsp,details_name,details_full_name,details_artist,details_rarity,details_color_identity,details_colors,details_set,details_released_at,details_cmc,details_parsed_cost,details_type,details_elo,details_popularity,details_cubeCount,details_loyalty,details_power,details_toughness
215,215,The Museum of Modern,Pre-Accepted,e7b28650-cddc-4878-b1d1-b5a764f4df49,1680099424963,Windswept Heath,Windswept Heath [ktk-248],Yeong-Hao Han,rare,[],[],ktk,2014-09-26,0,[''],Land,1555.0000000030543,18.180426325569094,26124,,,
216,216,The Museum of Modern,Pre-Accepted,b821e604-f9fd-47a4-b5ff-bfb5022834c2,1680099428432,Temple Garden,Temple Garden [rtr-248],Volkan Baǵa,rare,"['G', 'W']",[],rtr,2012-10-05,0,[''],Land — Forest Plains,1339.499999999167,20.603648055228856,29606,,,
217,217,The Museum of Modern,Pre-Accepted,b5f73443-2fe8-424f-8e71-fc7ce1f3a3eb,1680099443815,Gavony Township,Gavony Township [isd-239],Peter Mohrbacher,rare,"['G', 'W']",[],isd,2011-09-30,0,[''],Land,1143.7000000001472,3.604211757009736,5179,,,
218,218,The Museum of Modern,Pre-Accepted,93f7c880-9bae-4d29-b7b6-b6be6b2ffa89,1680099451159,Horizon Canopy,Horizon Canopy [ima-240],Noah Bradley,rare,"['G', 'W']",[],ima,2017-11-17,0,[''],Land,1248.9000000001708,4.854098668689498,6975,,,
219,219,The Museum of Modern,Pre-Accepted,d556d10b-83cc-4736-b269-4ce65aae2837,1680099461510,Stirring Wildwood,Stirring Wildwood [wwk-144],Eric Deschamps,rare,"['G', 'W']",[],wwk,2010-02-05,0,[''],Land,1220.3000000005009,7.102642439088891,10206,,,
220,220,The Museum of Modern,Pre-Accepted,6fd672bb-18cf-44e3-8dda-5310b1e0fffe,1680099485936,Godless Shrine,Godless Shrine [gtc-242],Cliff Childs,rare,"['B', 'W']",[],gtc,2013-02-01,0,[''],Land — Plains Swamp,1327.299999999197,20.909856430027908,30046,,,
221,221,The Museum of Modern,Pre-Accepted,35a65437-430a-42ef-854f-6e66f8e1a04a,1680099515370,Vault of the Archangel,Vault of the Archangel [dka-158],John Avon,rare,"['B', 'W']",[],dka,2012-02-03,0,[''],Land,1085.6000000000427,1.7975823456953366,2583,,,
222,222,The Museum of Modern,Pre-Accepted,9db3ba6d-eb7f-4f5b-9a3b-c6239c3baa42,1680099528404,Marsh Flats,Marsh Flats [mh2-248],Izzy,rare,[],[],mh2,2021-06-18,0,[''],Land,1586.5000000015577,17.76774094771492,25531,,,
223,223,The Museum of Modern,Pre-Accepted,71e491c5-8c07-449b-b2f1-ffa052e6d311,1680099531470,Scalding Tarn,Scalding Tarn [mh2-254],Philip Straub,rare,[],[],mh2,2021-06-18,0,[''],Land,1615.400000004585,17.81019256331206,25592,,,
224,224,The Museum of Modern,Pre-Accepted,b8ebe3cf-7143-453a-b0ef-2f5bdaac3185,1680099534397,Steam Vents,Steam Vents [grn-257],Jonas De Ro,rare,"['R', 'U']",[],grn,2018-10-05,0,[''],Land — Island Mountain,1462.699999999869,20.939085411258723,30088,,,
225,225,The Museum of Modern,Pre-Accepted,16fb45bc-6152-4b01-9831-a8e80b1c1852,1680099545881,Desolate Lighthouse,Desolate Lighthouse [avr-227],Scott Chou,rare,"['R', 'U']",[],avr,2012-05-04,0,[''],Land,1084.1000000000947,1.8226357581788952,2619,,,
226,226,The Museum of Modern,Pre-Accepted,94c229ea-90da-4aa0-bfda-b162fb3b5b8b,1680099585611,Verdant Catacombs,Verdant Catacombs [mh2-260],Vance Kovacs,rare,[],[],mh2,2021-06-18,0,[''],Land,1519.2000000026537,17.76774094771492,25531,,,
227,227,The Museum of Modern,Pre-Accepted,1c7d50d6-b63a-4d8c-88fa-1d78ae693a45,1680099589229,Overgrown Tomb,Overgrown Tomb [rtr-243],Steven Belledin,rare,"['B', 'G']",[],rtr,2012-10-05,0,[''],Land — Swamp Forest,1320.1999999992743,20.904984933156104,30039,,,
228,228,The Museum of Modern,Pre-Accepted,25ac5405-df7b-4097-914a-022cb18e20d4,1680099608826,Arid Mesa,Arid Mesa [mh2-244],Raymond Swanland,rare,[],[],mh2,2021-06-18,0,[''],Land,1551.4000000022338,17.751734600850423,25508,,,
229,229,The Museum of Modern,Pre-Accepted,b7b598d0-535d-477d-a33d-d6a10ff5439a,1680099612452,Sacred Foundry,Sacred Foundry [grn-254],Adam Paquette,rare,"['R', 'W']",[],grn,2018-10-05,0,[''],Land — Mountain Plains,1407.999999999024,20.61269512084792,29619,,,
230,230,The Museum of Modern,Pre-Accepted,88231c0d-0cc8-44ec-bf95-81d1710ac141,1680099649236,Misty Rainforest,Misty Rainforest [mh2-250],Shelly Wan,rare,[],[],mh2,2021-06-18,0,[''],Land,1588.3000000041059,17.75103867272588,25507,,,
231,231,The Museum of Modern,Pre-Accepted,ece3bcdd-cb33-4923-b919-ba57a327d3cd,1680099690427,Breeding Pool,Breeding Pool [gtc-240],Mike Bierek,rare,"['G', 'U']",[],gtc,2013-02-01,0,[''],Land — Forest Island,1376.699999999345,20.70942913015944,29758,,,
232,232,The Museum of Modern,Pre-Accepted,de15f8fd-499c-4fa0-9a10-425f81c61579,1680099821011,Treetop Village,Treetop Village [10e-361],Rob Alexander,uncommon,['G'],[],10e,2007-07-13,0,[''],Land,1239.9000000002527,5.736535530610398,8243,,,
233,233,The Museum of Modern,Pre-Accepted,8cee476d-42e1-4997-87af-73e18f542167,1680099829573,Dryad Arbor,Dryad Arbor [fut-174],Eric Fortune,uncommon,['G'],['G'],fut,2007-05-04,0,[''],Land Creature — Forest Dryad,1255.5000000000937,2.3591963422017774,3390,,1,1
234,234,The Museum of Modern,Pre-Accepted,893eb7e4-5d8d-477b-aaa7-fb85ef2a54fc,1680099888206,Ghost Quarter,Ghost Quarter [dis-173],Heather Hudson,uncommon,[],[],dis,2006-05-05,0,[''],Land,1241.100000000047,4.007154141120305,5758,,,
235,235,The Museum of Modern,Pre-Accepted,927ed667-c228-4b96-a9f6-7cbadade8134,1680099919878,Mutavault,Mutavault [m14-228],Fred Fields,rare,[],[],m14,2013-07-19,0,[''],Land,1264.8999999994562,8.813929697340859,12665,,,
236,236,The Museum of Modern,Pre-Accepted,fdcf5c0f-9d18-406d-a930-c179a781264f,1680099942209,Tectonic Edge,Tectonic Edge [wwk-145],Vincent Proce,uncommon,[],[],wwk,2010-02-05,0,[''],Land,1218.3000000000136,2.103094792369844,3022,,,
237,237,The Museum of Modern,Pre-Accepted,d72afb21-7bb0-4fd8-a529-ada92a654f61,1680100012198,Field of Ruin,Field of Ruin [xln-254],Dimitar Marinski,uncommon,[],[],xln,2017-09-29,0,[''],Land,1204.800000000261,6.09354665850111,8756,,,
238,238,The Museum of Modern,Pre-Accepted,af7091c9-5f98-4078-a42b-c9e057346d9b,1680100038633,Hallowed Fountain,Hallowed Fountain [rtr-241],Jung Park,rare,"['U', 'W']",[],rtr,2012-10-05,0,[''],Land — Plains Island,1423.0999999993417,20.827040983207254,29927,,,
239,239,The Museum of Modern,Pre-Accepted,8c2996d9-3287-4480-8c04-7a378e37e3cf,1680100041891,Flooded Strand,Flooded Strand [ktk-233],Andreas Rocha,rare,[],[],ktk,2014-09-26,0,[''],Land,1602.1000000046542,18.353712428580376,26373,,,
240,240,The Museum of Modern,Pre-Accepted,ff2f5f58-9a95-4ca6-93a0-813738f0072f,1680100045448,Polluted Delta,Polluted Delta [ktk-239],Vincent Proce,rare,[],[],ktk,2014-09-26,0,[''],Land,1614.7000000043327,18.396164044177517,26434,,,
241,241,The Museum of Modern,Pre-Accepted,47fde349-010e-4a2e-838e-e924dbeec355,1680100047998,Watery Grave,Watery Grave [gtc-249],Raymond Swanland,rare,"['B', 'U']",[],gtc,2013-02-01,0,[''],Land — Island Swamp,1425.5999999995377,20.84304733007175,29950,,,
242,242,The Museum of Modern,Pre-Accepted,8bd5828b-8dcd-4ce6-b834-ebe9cbaa12d1,1680100051960,Blood Crypt,Blood Crypt [rtr-238],Vincent Proce,rare,"['B', 'R']",[],rtr,2012-10-05,0,[''],Land — Swamp Mountain,1423.3999999991195,21.021900858079377,30207,,,
243,243,The Museum of Modern,Pre-Accepted,7f430794-0d86-4f6a-97e0-4bbb6716d613,1680100055201,Bloodstained Mire,Bloodstained Mire [ktk-230],Daarken,rare,[],[],ktk,2014-09-26,0,[''],Land,1572.2000000040905,18.4393115878992,26496,,,
244,244,The Museum of Modern,Pre-Accepted,a8503cca-7e7d-44c4-8587-81376b396398,1680100060835,Wooded Foothills,Wooded Foothills [ktk-249],Jonas De Ro,rare,[],[],ktk,2014-09-26,0,[''],Land,1612.6000000033134,18.133799141224696,26057,,,
245,245,The Museum of Modern,Pre-Accepted,f29f3415-971c-4a5d-aae9-3893f4bdab1e,1680100064017,Stomping Ground,Stomping Ground [gtc-247],David Palumbo,rare,"['G', 'R']",[],gtc,2013-02-01,0,[''],Land — Mountain Forest,1387.1999999990037,20.689943142672224,29730,,,
246,246,The Museum of Modern,Pre-Accepted,b821e604-f9fd-47a4-b5ff-bfb5022834c2,1680100068149,Temple Garden,Temple Garden [rtr-248],Volkan Baǵa,rare,"['G', 'W']",[],rtr,2012-10-05,0,[''],Land — Forest Plains,1339.499999999167,20.603648055228856,29606,,,
247,247,The Museum of Modern,Pre-Accepted,e7b28650-cddc-4878-b1d1-b5a764f4df49,1680100071129,Windswept Heath,Windswept Heath [ktk-248],Yeong-Hao Han,rare,[],[],ktk,2014-09-26,0,[''],Land,1555.0000000030543,18.180426325569094,26124,,,
248,248,The Museum of Modern,Pre-Accepted,6fd672bb-18cf-44e3-8dda-5310b1e0fffe,1680100076228,Godless Shrine,Godless Shrine [gtc-242],Cliff Childs,rare,"['B', 'W']",[],gtc,2013-02-01,0,[''],Land — Plains Swamp,1327.299999999197,20.909856430027908,30046,,,
249,249,The Museum of Modern,Pre-Accepted,9db3ba6d-eb7f-4f5b-9a3b-c6239c3baa42,1680100079907,Marsh Flats,Marsh Flats [mh2-248],Izzy,rare,[],[],mh2,2021-06-18,0,[''],Land,1586.5000000015577,17.76774094771492,25531,,,
250,250,The Museum of Modern,Pre-Accepted,71e491c5-8c07-449b-b2f1-ffa052e6d311,1680100084918,Scalding Tarn,Scalding Tarn [mh2-254],Philip Straub,rare,[],[],mh2,2021-06-18,0,[''],Land,1615.400000004585,17.81019256331206,25592,,,
251,251,The Museum of Modern,Pre-Accepted,b8ebe3cf-7143-453a-b0ef-2f5bdaac3185,1680100091993,Steam Vents,Steam Vents [grn-257],Jonas De Ro,rare,"['R', 'U']",[],grn,2018-10-05,0,[''],Land — Island Mountain,1462.699999999869,20.939085411258723,30088,,,
252,252,The Museum of Modern,Pre-Accepted,94c229ea-90da-4aa0-bfda-b162fb3b5b8b,1680100098081,Verdant Catacombs,Verdant Catacombs [mh2-260],Vance Kovacs,rare,[],[],mh2,2021-06-18,0,[''],Land,1519.2000000026537,17.76774094771492,25531,,,
253,253,The Museum of Modern,Pre-Accepted,1c7d50d6-b63a-4d8c-88fa-1d78ae693a45,1680100101615,Overgrown Tomb,Overgrown Tomb [rtr-243],Steven Belledin,rare,"['B', 'G']",[],rtr,2012-10-05,0,[''],Land — Swamp Forest,1320.1999999992743,20.904984933156104,30039,,,
254,254,The Museum of Modern,Pre-Accepted,25ac5405-df7b-4097-914a-022cb18e20d4,1680100111571,Arid Mesa,Arid Mesa [mh2-244],Raymond Swanland,rare,[],[],mh2,2021-06-18,0,[''],Land,1551.4000000022338,17.751734600850423,25508,,,
255,255,The Museum of Modern,Pre-Accepted,b7b598d0-535d-477d-a33d-d6a10ff5439a,1680100115600,Sacred Foundry,Sacred Foundry [grn-254],Adam Paquette,rare,"['R', 'W']",[],grn,2018-10-05,0,[''],Land — Mountain Plains,1407.999999999024,20.61269512084792,29619,,,
256,256,The Museum of Modern,Pre-Accepted,88231c0d-0cc8-44ec-bf95-81d1710ac141,1680100118897,Misty Rainforest,Misty Rainforest [mh2-250],Shelly Wan,rare,[],[],mh2,2021-06-18,0,[''],Land,1588.3000000041059,17.75103867272588,25507,,,
257,257,The Museum of Modern,Pre-Accepted,ece3bcdd-cb33-4923-b919-ba57a327d3cd,1680100123990,Breeding Pool,Breeding Pool [gtc-240],Mike Bierek,rare,"['G', 'U']",[],gtc,2013-02-01,0,[''],Land — Forest Island,1376.699999999345,20.70942913015944,29758,,,
258,258,The Museum of Modern,Pre-Accepted,6774c646-76d4-4991-a7f3-b753ef200ce5,1680101187684,Aether Vial,Aether Vial [mma-197],Karl Kopinski,rare,[],[],mma,2013-06-07,1,['1'],Artifact,1310.8000000000409,3.355765416547779,4822,,,
259,259,The Museum of Modern,Pre-Accepted,45bbbf9b-8fee-4c32-a513-02dac6ac8a39,1680101191777,Mishra's Bauble,Mishra's Bauble [2xm-274],Chippy,uncommon,[],[],2xm,2020-08-07,0,['0'],Artifact,1420.900000000346,5.693387986888714,8181,,,
260,260,The Museum of Modern,Pre-Accepted,82d5ce46-7118-4ede-ba1d-c387e7ce16e7,1680101210044,Mantis Rider,Mantis Rider [ktk-184],Johann Bodin,rare,"['R', 'U', 'W']","['R', 'U', 'W']",ktk,2014-09-26,3,"['w', 'r', 'u']",Creature — Human Monk,1186.9000000000055,1.6590926489112205,2384,,3,3
261,261,The Museum of Modern,Pre-Accepted,7d5907d5-ae5c-4c9d-a5df-61f1c94f979d,1680101214388,Woolly Thoctar,Woolly Thoctar [ala-209],Wayne Reynolds,uncommon,"['G', 'R', 'W']","['G', 'R', 'W']",ala,2008-10-03,3,"['w', 'g', 'r']",Creature — Beast,1147.2000000000066,0.9749953024851593,1401,,5,4
262,262,The Museum of Modern,Pre-Accepted,d25b13a4-6282-4426-8b01-9550f7d52d16,1680101234544,Bring to Light,Bring to Light [bfz-209],Jonas De Ro,rare,"['G', 'U']","['G', 'U']",bfz,2015-10-02,5,"['u', 'g', '3']",Sorcery,1181.8999999998885,2.3591963422017774,3390,,,
263,263,The Museum of Modern,Pre-Accepted,d4ddf9cc-40a7-4b4f-bb51-b08171453c9a,1680101247755,Boros Charm,Boros Charm [gtc-148],Zoltan Boros,uncommon,"['R', 'W']","['R', 'W']",gtc,2013-02-01,2,"['w', 'r']",Instant,1220.9000000004253,11.071520533359315,15909,,,
264,264,The Museum of Modern,Pre-Accepted,1b2ecf55-c1cc-4b28-b7ce-e1b25305155e,1680101251672,Lightning Helix,Lightning Helix [rav-213],Kev Walker,uncommon,"['R', 'W']","['R', 'W']",rav,2005-10-07,2,"['w', 'r']",Instant,1292.6000000015235,15.714752980312193,22581,,,
265,265,The Museum of Modern,Pre-Accepted,3b1e92b4-6e53-4dba-a572-c67e01965ac5,1680101265049,Abrupt Decay,Abrupt Decay [rtr-141],Svetlin Velinov,rare,"['B', 'G']","['B', 'G']",rtr,2012-10-05,2,"['g', 'b']",Instant,1238.0000000004732,8.27180168832163,11886,,,
266,266,The Museum of Modern,Pre-Accepted,eb651c3a-cb27-4b73-8eb6-b87d65211097,1684860769102,Maelstrom Pulse,Maelstrom Pulse [arb-92],Anthony Francisco,rare,"['B', 'G']","['B', 'G']",arb,2009-04-30,3,"['g', 'b', '1']",Sorcery,1158.1999999997274,7.110297648458867,10217,,,
267,267,The Museum of Modern,Pre-Accepted,025af99f-a029-4f99-9c76-676b68821520,1680101271882,Grim Flayer,Grim Flayer [emn-184],Mathias Kollros,mythic,"['B', 'G']","['B', 'G']",emn,2016-07-22,2,"['g', 'b']",Creature — Human Warrior,1214.9000000000635,4.592429693861218,6599,,2,2
268,268,The Museum of Modern,Pre-Accepted,328d916a-5c87-4e16-b8e0-6d65b6d2ef53,1680101283639,Electrolyze,Electrolyze [mm2-174],Zoltan Boros & Gabor Szikszai,uncommon,"['R', 'U']","['R', 'U']",mm2,2015-05-22,3,"['r', 'u', '1']",Instant,1255.3000000003342,10.40760510254501,14955,,,
269,269,The Museum of Modern,Pre-Accepted,7bba1b45-d8ae-42fd-b30f-c904640ab173,1680101287562,Stormchaser Mage,Stormchaser Mage [ogw-159],Clint Cearley,uncommon,"['R', 'U']","['R', 'U']",ogw,2016-01-22,2,"['r', 'u']",Creature — Human Wizard,1232.099999999993,2.62782459827549,3776,,1,3
270,270,The Museum of Modern,Pre-Accepted,1e3a5af6-5423-442b-a207-364e97a871d8,1680101290719,Izzet Charm,Izzet Charm [rtr-172],Zoltan Boros,uncommon,"['R', 'U']","['R', 'U']",rtr,2012-10-05,2,"['r', 'u']",Instant,1301.2000000003818,11.0937902333447,15941,,,
271,271,The Museum of Modern,Pre-Accepted,8cad9de8-91fc-435f-9b56-66210813aebd,1684445197902,Sin Collector,Sin Collector [mm3-183],Mike Bierek,uncommon,"['B', 'W']","['B', 'W']",mm3,2017-03-17,3,"['b', 'w', '1']",Creature — Human Cleric,1166.0000000000962,2.412086879667068,3466,,2,1
272,272,The Museum of Modern,Pre-Accepted,1abecc77-07f2-43e4-8585-0a8199cdcf01,1680101306921,Tidehollow Sculler,Tidehollow Sculler [ala-202],rk post,uncommon,"['B', 'W']","['B', 'W']",ala,2008-10-03,2,"['b', 'w']",Artifact Creature — Zombie,1186.000000000362,8.300334741427905,11927,,2,2
273,273,The Museum of Modern,Pre-Accepted,1a55308b-5772-430a-93e4-b65c416b86cf,1689687135091,Meddling Mage,Meddling Mage [arb-8],Todd Lockwood,rare,"['U', 'W']","['U', 'W']",arb,2009-04-30,2,"['u', 'w']",Creature — Human Wizard,1135.8000000000145,1.0766008086684806,1547,,2,2
274,274,The Museum of Modern,Pre-Accepted,ab70c262-37a9-4dcd-80bb-d4422368eade,1684946164301,"Keranos, God of Storms","Keranos, God of Storms [jou-151]",Daarken,mythic,"['R', 'U']","['R', 'U']",jou,2014-05-02,5,"['r', 'u', '3']",Legendary Enchantment Creature — God,1273.6999999998143,3.166472966672002,4550,,6,5
275,275,The Museum of Modern,Pre-Accepted,891a92d7-9ccf-4de1-8286-aa5254f27ba9,1680101324387,Lingering Souls,Lingering Souls [dka-12],Bud Cook,uncommon,"['B', 'W']",['W'],dka,2012-02-03,3,"['w', '2']",Sorcery,1319.6999999989146,17.661263944659794,25378,,,
276,276,The Museum of Modern,Pre-Accepted,90bad312-80e3-45b0-9556-60ce06808a47,1680101339129,Renegade Rallier,Renegade Rallier [aer-133],Kieran Yanner,uncommon,"['G', 'W']","['G', 'W']",aer,2017-01-20,3,"['w', 'g', '1']",Creature — Human Warrior,1250.600000000017,2.5464010077039245,3659,,3,2
277,277,The Museum of Modern,Pre-Accepted,2bb8cb8c-0d03-4cbf-b7f2-a97324817698,1680101356069,Dryad Militant,Dryad Militant [rtr-214],Terese Nielsen,uncommon,"['G', 'W']","['G', 'W']",rtr,2012-10-05,1,['g-w'],Creature — Dryad Soldier,1208.8999999997905,5.536108230741929,7955,,2,1
278,278,The Museum of Modern,Pre-Accepted,75256550-bbe0-499d-909e-af10691749c2,1680101361370,Qasali Pridemage,Qasali Pridemage [arb-75],Chris Rahn,common,"['G', 'W']","['G', 'W']",arb,2009-04-30,2,"['w', 'g']",Creature — Cat Wizard,1128.800000000313,8.867516162930693,12742,,2,2
279,279,The Museum of Modern,Pre-Accepted,7ef67487-c8e5-49bb-b0f7-e073ff2e31f1,1680101394986,Bloodbraid Elf,Bloodbraid Elf [arb-50],Dominick Domingo,uncommon,"['G', 'R']","['G', 'R']",arb,2009-04-30,4,"['g', 'r', '2']",Creature — Elf Berserker,1288.9000000004555,14.647895165387318,21048,,3,2
280,280,The Museum of Modern,Pre-Accepted,899d5f35-3613-4c69-9176-13baf442fb50,1680101398746,Burning-Tree Emissary,Burning-Tree Emissary [gtc-216],Izzy,uncommon,"['G', 'R']","['G', 'R']",gtc,2013-02-01,2,"['r-g', 'r-g']",Creature — Human Shaman,1280.7000000003954,7.4923621888331375,10766,,2,2
281,281,The Museum of Modern,Pre-Accepted,903d78c9-c5b3-45c3-a6d0-7e92b4196ae3,1680101402488,Atarka's Command,Atarka's Command [dtk-213],Chris Rahn,rare,"['G', 'R']","['G', 'R']",dtk,2015-03-27,2,"['g', 'r']",Instant,1221.3000000000068,2.8087659106567475,4036,,,
282,282,The Museum of Modern,Pre-Accepted,cb038fd3-51b7-4de7-9b38-cbad7c8717c2,1680101406189,Voltaic Brawler,Voltaic Brawler [kld-189],Raymond Swanland,uncommon,"['G', 'R']","['G', 'R']",kld,2016-09-30,2,"['g', 'r']",Creature — Human Warrior,1205.3000000000227,1.1795981711008887,1695,,3,2
283,283,The Museum of Modern,Pre-Accepted,382048ec-0bf5-49a5-90d5-f80fbda08962,1680101410779,Ghor-Clan Rampager,Ghor-Clan Rampager [gtc-167],Charles Urbach,uncommon,"['G', 'R']","['G', 'R']",gtc,2013-02-01,4,"['g', 'r', '2']",Creature — Beast,1149.599999999848,4.834612681202286,6947,,4,4
284,284,The Museum of Modern,Pre-Accepted,dd740d1d-ad70-47de-aef1-aec5ab2135d2,1684530054703,Slaughter Pact,Slaughter Pact [mma-97],Kev Walker,rare,['B'],['B'],mma,2013-06-07,0,['0'],Instant,1282.0000000000832,2.2875157453738177,3287,,,
285,285,The Museum of Modern,Pre-Accepted,ec16e216-95e1-41f7-87e0-78b6ac3fe1df,1684946062745,Countersquall,Countersquall [con-103],Anthony Francisco,uncommon,"['B', 'U']","['B', 'U']",con,2009-02-06,2,"['b', 'u']",Instant,1193.5999999999713,1.456577564669121,2093,,,
286,286,The Museum of Modern,Pre-Accepted,8b128089-ed05-4a94-b83e-a5f783b8cec8,1680101438480,Fulminator Mage,Fulminator Mage [mm2-193],rk post,rare,"['B', 'R']","['B', 'R']",mm2,2015-05-22,3,"['b-r', 'b-r', '1']",Creature — Elemental Shaman,1287.6999999999528,1.5192110958780176,2183,,2,2
287,287,The Museum of Modern,Pre-Accepted,3c05e8a2-b7d0-4f24-b2ae-8e4db30e5842,1680101441727,Blightning,Blightning [ala-156],Thomas M. Baxa,common,"['B', 'R']","['B', 'R']",ala,2008-10-03,3,"['r', 'b', '1']",Sorcery,1250.900000000281,5.0357359091952985,7236,,,
288,288,The Museum of Modern,Pre-Accepted,4e9648f9-7a67-4717-bca1-861d1f7fed43,1680101458730,Supreme Verdict,Supreme Verdict [rtr-201],Sam Burley,rare,"['U', 'W']","['U', 'W']",rtr,2012-10-05,4,"['u', 'w', 'w', '1']",Sorcery,1234.8000000005889,8.87308358792704,12750,,,
289,289,The Museum of Modern,Pre-Accepted,404d9413-ef57-4b6e-8584-48a1dc7fe6f1,1680101462336,Sphinx's Revelation,Sphinx's Revelation [rtr-200],Slawomir Maniak,mythic,"['U', 'W']","['U', 'W']",rtr,2012-10-05,3,"['u', 'u', 'w', 'x']",Instant,1279.6000000002095,6.197935877182605,8906,,,
290,290,The Museum of Modern,Pre-Accepted,2e0861a2-1858-47af-8154-20a977c2b298,1684945998844,Mutagenic Growth,Mutagenic Growth [mm2-149],Dave Kendall,uncommon,['G'],['G'],mm2,2015-05-22,1,['g-p'],Instant,1193.5000000001248,3.2089245822691432,4611,,,
291,291,The Museum of Modern,Pre-Accepted,cfa7b456-7e83-4587-a875-9b35fde318c2,1680101516467,Collected Company,Collected Company [dtk-177],Franz Vohwinkel,rare,['G'],['G'],dtk,2015-03-27,4,"['g', '3']",Instant,1315.5999999999146,4.128941562915382,5933,,,
292,292,The Museum of Modern,Pre-Accepted,2aebe7a8-b982-4be4-83ca-3594e8f606b4,1684383001303,Ethersworn Canonist,Ethersworn Canonist [ala-10],Izzy,rare,['W'],['W'],ala,2008-10-03,2,"['w', '1']",Artifact Creature — Human Cleric,1320.8999999999655,2.62782459827549,3776,,2,2
293,293,The Museum of Modern,Pre-Accepted,e8bd8b10-de86-4bb6-b49f-6ccb5297c81c,1684945755070,Vines of Vastwood,Vines of Vastwood [zen-193],Christopher Moeller,common,['G'],['G'],zen,2009-10-02,1,['g'],Instant,1138.9999999999272,4.534667659524124,6516,,,
294,294,The Museum of Modern,Pre-Accepted,d4448f49-ebe8-43f1-958f-308c4c20a01f,1680101539497,Eternal Witness,Eternal Witness [uma-163],Chris Rahn,uncommon,['G'],['G'],uma,2018-12-07,3,"['g', 'g', '1']",Creature — Human Shaman,1393.500000001483,21.747753891978036,31250,,2,1
295,295,The Museum of Modern,Pre-Accepted,13c5a1ce-932a-4b3d-8b86-ed920e646afc,1680101555233,Satyr Wayfinder,Satyr Wayfinder [bng-136],Steve Prescott,common,['G'],['G'],bng,2014-02-07,2,"['g', '1']",Creature — Satyr,1266.5999999995815,10.026932418419825,14408,,1,1
296,296,The Museum of Modern,Pre-Accepted,614d466e-f830-4a2f-8740-b416a15c67dd,1680101559930,Scavenging Ooze,Scavenging Ooze [mm3-134],Austin Hsu,rare,['G'],['G'],mm3,2017-03-17,2,"['g', '1']",Creature — Ooze,1258.399999999334,17.791402503949392,25565,,2,2
297,297,The Museum of Modern,Pre-Accepted,7c7bec21-61b0-4e72-848b-82f38e1910e0,1684381823757,Phyrexian Revoker,Phyrexian Revoker [mbs-122],Kev Walker,rare,[],[],mbs,2011-02-04,2,['2'],Artifact Creature — Phyrexian Horror,1414.2000000004823,10.979658020919599,15777,,2,1
298,298,The Museum of Modern,Pre-Accepted,2b49dfb7-dbe7-4a2b-b9de-c620a0db2e47,1680101566387,Tarmogoyf,Tarmogoyf [mm3-141],Ryan Barger,mythic,['G'],['G'],mm3,2017-03-17,2,"['g', '1']",Creature — Lhurgoyf,1340.1999999997265,7.619021107500018,10948,,*,1+*
299,299,The Museum of Modern,Pre-Accepted,5eb18038-eb6a-4d27-ba52-52a1cee6b512,1680101593698,Wild Nacatl,Wild Nacatl [ala-152],Wayne Reynolds,common,['G'],['G'],ala,2008-10-03,1,['g'],Creature — Cat Warrior,1184.4999999999857,3.796287919383686,5455,,1,1
300,300,The Museum of Modern,Pre-Accepted,af8b5322-bfd9-4e37-90b8-3d507ab687de,1680101598553,Noble Hierarch,Noble Hierarch [mm2-151],Mark Zug,rare,"['G', 'U', 'W']",['G'],mm2,2015-05-22,1,['g'],Creature — Human Druid,1477.700000000821,12.665891866688009,18200,,0,1
301,301,The Museum of Modern,Pre-Accepted,041cc6b1-61c8-4c34-86fc-d647ce306f59,1680101602701,Narnam Renegade,Narnam Renegade [aer-117],Greg Opalinski,uncommon,['G'],['G'],aer,2017-01-20,1,['g'],Creature — Elf Warrior,1166.39999999996,1.3848969678411613,1990,,1,2
302,302,The Museum of Modern,Pre-Accepted,fa506387-e538-4b2c-94df-29866eb74a71,1680101611702,Gnarlwood Dryad,Gnarlwood Dryad [emn-159],Raymond Swanland,uncommon,['G'],['G'],emn,2016-07-22,1,['g'],Creature — Dryad Horror,1173.299999999943,1.9047552768750045,2737,,1,1
303,303,The Museum of Modern,Pre-Accepted,307d4236-1e54-43e3-83f1-063d49d16dda,1680101621970,Birds of Paradise,Birds of Paradise [m12-165],Marcelo Vignali,rare,['G'],['G'],m12,2011-07-15,1,['g'],Creature — Bird,1558.1000000020333,20.561892367756258,29546,,0,1
304,304,The Museum of Modern,Pre-Accepted,2a6240e7-d3aa-40e9-a627-58e7bf62525c,1684383489134,Grafdigger's Cage,Grafdigger's Cage [dka-149],Daniel Ljunggren,rare,[],[],dka,2012-02-03,1,['1'],Artifact,1249.1000000000076,1.3146082272622883,1889,,,
305,305,The Museum of Modern,Pre-Accepted,dc8acab8-4469-4baa-af2f-a3f49b841a55,1680101660432,Terminate,Terminate [arb-46],Wayne Reynolds,common,"['B', 'R']","['B', 'R']",arb,2009-04-30,2,"['r', 'b']",Instant,1250.2000000005237,11.689504707953763,16797,,,
