details_name,Cube Name
Sluiceway Scorpion,1
Slitherhead,1
Slith Ascendant,1
Slippery Karst,1
Slippery Bogle,1
Slimebind,1
Sleeper Dart,1
Sleep,1
Sleek Schooner,1
Slayer of the Wicked,1
Slave of Bolas,1
Slab Hammer,1
Skywise Teachings,1
Skywhaler's Shot,1
Skyship Plunderer,1
Smiting Helix,1
Smuggler Captain,1
Sultai Soothsayer,1
Snapback,1
Soul's Fire,1
Soul's Attendant,1
Soul Snare,1
Somberwald Stag,1
Soltari Trooper,1
Soltari Foot Soldier,1
Solitary Camel,1
Solidarity of Heroes,1
Sol Ring,1
Soaring Seacliff,1
Snowhorn Rider,1
Snow-Covered Swamp,1
Snow-Covered Plains,1
Snow-Covered Mountain,1
Snow-Covered Island,1
Snow-Covered Forest,1
Snaremaster Sprite,1
Snare Thopter,1
Snare Tactician,1
Skyscanner,1
Skymark Roc,1
Skymarch Bloodletter,1
Skyknight Vanguard,1
Skarrgan Skybreaker,1
Skarrg Guildmage,1
Sizzle,1
"Sivriss, Nightmare Speaker",1
Siren of the Silent Song,1
Siren of the Fanged Coast,1
Siren Stormtamer,1
"Siona, Captain of the Pyleas",1
Sinister Concoction,1
Simic Locket,1
Simic Guildmage,1
Simic Guildgate,1
Simic Cluestone,1
Simic Charm,1
Simian Spirit Guide,1
Simian Sling,1
Simian Grunts,1
Silversmote Ghoul,1
Silvergill Adept,1
Skatewing Spy,1
Skeleton Shard,1
Skewer the Critics,1
Sky Diamond,1
Skycloud Egg,1
Skyclave Sentinel,1
Skyclave Plunder,1
Skyclave Geopede,1
Skyclave Cleric,1
Skyblade's Boon,1
Skyblade of the Legion,1
Sky Tether,1
Skullport Merchant,1
Skirk Commando,1
Skull Rend,1
Skull Raid,1
Skulduggery,1
Skred,1
Skophos Reaver,1
Skittish Kavu,1
Skittering Skirge,1
Skirk Drill Sergeant,1
Souls of the Faultless,1
Space Marine Scout,1
Spara's Adjudicators,1
Stasis Cocoon,1
Stonebinder's Familiar,1
Stone of Erech,1
Stoic Rebuttal,1
Stir the Sands,1
Stinkdrinker Bandit,1
Stinging Lionfish,1
Stinging Barrier,1
Stingblade Assassin,1
Stimulus Package,1
Sticky Fingers,1
Steward of Valeron,1
Steward of Solidarity,1
Sterling Grove,1
Steel Dromedary,1
Stealth Mission,1
Steady Progress,1
Stave Off,1
Status // Statue,1
Stasis Snare,1
Stonesplitter Bolt,1
Stonework Packbeast,1
Stonybrook Banneret,1
Struggle for Skemfar,1
Sultai Charm,1
Suit Up,1
Succumb to the Cold,1
Subtle Strike,1
Submerged Boneyard,1
Stupor,1
Stuffed Bear,1
Student of Ojutai,1
Struggle // Survive,1
Storm Fleet Pyromancer,1
Strongarm Monk,1
Stromkirk Bloodthief,1
Streetwise Negotiator,1
Streetbreaker Wurm,1
Stream of Unconsciousness,1
Strands of Night,1
Stormkeld Vanguard,1
Storm Fleet Sprinter,1
Stasis Field,1
Start from Scratch,1
Spare from Evil,1
Start Your Engines,1
Spinning Wheel Kick,1
Spined Thopter,1
Spiketail Hatchling,1
Spike Feeder,1
Spider Umbra,1
Spider Food,1
Sphinx's Tutelage,1
Sphinx of New Prahv,1
Spellweaver Eternal,1
Spellscorn Coven,1
Spell Stutter,1
Spell Shrivel,1
Speedway Fanatic,1
Spectrum Sentinel,1
Spectral Steel,1
Spectral Bears,1
Species Gorger,1
Spawning Pit,1
Spark Reaper,1
Spirit Cairn,1
Spirit Link,1
Spirit Mantle,1
Spreading Seas,1
Starlit Sanctum,1
Standstill,1
Staggering Insight,1
Squirrel Sanctuary,1
Squall Drifter,1
Sprouting Vines,1
Sprouting Thrinax,1
Spring // Mind,1
Spread the Sickness,1
Spirit Summoning,1
Spontaneous Mutation,1
Spoils of Adventure,1
Splatter Thug,1
Splatter Goblin,1
Spitfire Handler,1
Spiteful Squad,1
Spite // Malice,1
Spirit of the Aldergard,1
Silver-Inlaid Dagger,1
Silver-Fur Master,1
Silver Bolt,1
Rune Snag,1
Sanctum Plowbeast,1
Sanctum Gargoyle,1
Salvager of Secrets,1
Salvaged Manaworker,1
Salvage Slasher,1
Salvage Drone,1
Saltcrusted Steppe,1
Sailor of Means,1
Saiba Cryptomancer,1
Sage's Reverie,1
Sage of Fables,1
Sadistic Hypnotist,1
Sacred Fire,1
Ruthless Sniper,1
Ruthless Ripper,1
Ruthless Knave,1
Ruthless Cullblade,1
Rusted Relic,1
Rust Tick,1
Sanctum of Fruitful Harvest,1
Sand Strangler,1
Sandstone Bridge,1
Savage Swipe,1
Scattering Stroke,1
Scattered Thoughts,1
Scarab Feast,1
Scale Up,1
Scab-Clan Mauler,1
Scab-Clan Giant,1
Savvy Hunter,1
Savai Crystal,1
Savage Gorger,1
Sandstorm,1
Sautekh Immortal,1
Satyr Enchanter,1
Saruman's Trickery,1
Sarinth Steelseeker,1
"Sarevok, Deathbringer",1
Saproling Migration,1
Sanguinary Priest,1
Sangrite Backlash,1
Rupture Spire,1
Ruins Recluse,1
Schismotivate,1
Ruinous Gremlin,1
Riverwise Augur,1
River Boa,1
Ritual of Restoration,1
Rith's Grove,1
Rites of Reaping,1
Rising Miasma,1
"Rishkar, Peema Renegade",1
Rise of Extus,1
Rise // Fall,1
Riptide Survivor,1
Riptide Chimera,1
Ring of Valkas,1
Rimewind Taskmage,1
Rime Tender,1
Ribbons of Night,1
Rhox Veteran,1
Rhonas's Monument,1
Rhizome Lurcher,1
Rewind,1
Riveteers Requisitioner,1
Rix Maadi Guildmage,1
Roadside Reliquary,1
Root Out,1
Ruination Wurm,1
Ruination Guide,1
Ruin Ghost,1
Rugged Highlands,1
Rubblebelt Runner,1
Royal Treatment,1
Rot Farm Skeleton,1
Rosemane Centaur,1
Rooftop Nuisance,1
Roar of Challenge,1
Rolling Thunder,1
Rolling Temblor,1
Roil Spout,1
Rogue's Gloves,1
"Rograkh, Son of Rohgahh",1
Rocky Tar Pit,1
Rockslide Sorcerer,1
"Rocco, Cabaretti Caterer",1
Scheming Aspirant,1
Scion of Halaster,1
Silundi Vision,1
Shadow Alley Denizen,1
Shipwreck Singer,1
Shimmer Myr,1
Shield of the Oversoul,1
Shield Sphere,1
Shepherd of the Cosmos,1
Shepherd of Heroes,1
Sheltering Light,1
Shefet Monitor,1
Shefet Dunes,1
Sheer Drop,1
Shattered Seraph,1
Shatter,1
Shardless Agent,1
Shard Volley,1
"Shanna, Sisay's Legacy",1
Shambling Shell,1
Shambleshark,1
"Shadowfax, Lord of Horses",1
Shadowblood Egg,1
Shivan Fire,1
Shoreline Ranger,1
Short Circuit,1
Side Quest,1
Silkwrap,1
Silkbind Faerie,1
Silent Departure,1
Sigiled Sentinel,1
Sigardian Paladin,1
Sifter Wurm,1
Sidisi's Faithful,1
Sidewinder Naga,1
Sibling Rivalry,1
Show of Confidence,1
Shrill Howler,1
Shrieking Drake,1
Shriekhorn,1
Shrewd Negotiation,1
Shreds of Sanity,1
Showstopper,1
Shower of Coals,1
Shower of Arrows,1
Shadow Guildmage,1
Set Adrift,1
Scorch Spitter,1
Serum Tank,1
Secret Plans,1
Season of Growth,1
Searing Spear,1
Searing Rays,1
Searing Blood,1
Searing Barb,1
Seal of Strength,1
Sea Legs,1
Sea Hag,1
Sea Gate Oracle,1
Sea Gate Colossus,1
Sea Gate,1
Scuttletide,1
Scrounge,1
Scrollshift,1
Scrapwork Rager,1
Scoured Barrens,1
Scorned Villager,1
Scorching Dragonfire,1
Secrets of Paradise,1
Secrets of the Dead,1
Secrets of the Key,1
Senate Griffin,1
Serum Snare,1
Serrated Biskelion,1
Serrated Arrows,1
Serpentine Basilisk,1
Serpentine Ambush,1
Serpent-Blade Assailant,1
Sentinel Dispatch,1
Senate Guildmage,1
Selfless Savior,1
Seed Guardian,1
Selesnya Sagittars,1
Selesnya Locket,1
Selesnya Guildmage,1
Selesnya Guildgate,1
Selesnya Evangel,1
Selesnya Cluestone,1
Select for Inspection,1
Seeds of Strength,1
Sultai Emissary,1
Sumala Woodshaper,1
Revive the Shire,1
Vile Manifestation,1
Vile Aggregate,1
Vigean Intuition,1
Vigean Hydropon,1
Vigean Graftmage,1
Victim of Night,1
Viashino Sandsprinter,1
Viashino Firstblade,1
Vial of Dragonfire,1
"Vhal, Candlekeep Researcher",1
Vexing Scuttler,1
Vexing Gull,1
Veteran Soldier,1
Vessel of Malignity,1
Vessel of Ephemera,1
Vessel of Endless Rest,1
Vesperlark,1
Venomspout Brackus,1
Venomous Changeling,1
Venom Connoisseur,1
Vile Entomber,1
Village Messenger,1
Summary Judgment,1
Viridian Corrupter,1
Vryn Wingmare,1
Voyaging Satyr,1
Voyage's End,1
Vortex Elemental,1
Voracious Cobra,1
Voltaic Key,1
Volcanic Torrent,1
Volcanic Hammer,1
Volcanic Fallout,1
Voice of All,1
Vodalian Soldiers,1
Voda Sea Scavenger,1
Vizkopa Vampire,1
Vizkopa Guildmage,1
Vitu-Ghazi Guildmage,1
Viscera Dragger,1
Virus Beetle,1
Viridian Shaman,1
Viridian Revel,1
Vengeful Reaper,1
Vengeant Earth,1
Veil of Summer,1
Veil of Assimilation,1
"Uurg, Spawn of Turg",1
Utopia Mycon,1
"Urza, Powerstone Prodigy",1
Urza's Rebuff,1
Urza's Hot Tub,1
Urza's Factory,1
Urgent Exorcism,1
Urban Daggertooth,1
Up the Beanstalk,1
Unsubstantiate,1
Unstoppable Ogre,1
Unseal the Necropolis,1
Unravel the Aether,1
Unquenchable Thirst,1
Unmake,1
Unlucky Witness,1
Unlicensed Disintegration,1
Unknown Shores,1
Universal Automaton,1
Valiant Changeling,1
Valley Rannet,1
Vampire Aristocrat,1
Vat Emergence,1
"Vega, the Watcher",1
Vedalken Outlander,1
Vedalken Infuser,1
Vedalken Engineer,1
Vedalken Certarch,1
Vedalken Aethermage,1
Vector Asp,1
Vat of Rebirth,1
Vastwood Surge,1
Vampire Outcasts,1
Vastwood Fortification,1
Vanquish the Weak,1
Vanish into Eternity,1
Vanguard of Brimaz,1
Vampire's Kiss,1
Vampire Sovereign,1
Vampire Socialite,1
Vampire Revenant,1
Walker of the Grove,1
Walker of the Wastes,1
Walking Bulwark,1
Wirewood Hivemaster,1
Wrecking Ball,1
Wreak Havoc,1
Worm Harvest,1
Worldsoul Colossus,1
Woolly Thoctar,1
Woodwraith Strangler,1
Woodland Changeling,1
Woodland Champion,1
Wolfwillow Haven,1
Wolf-Skull Shaman,1
Wojek Halberdiers,1
Wizard's Retort,1
Witty Roastmaster,1
Witherbloom Pledgemage,1
Witherbloom Campus,1
Witherbloom Apprentice,1
Withdraw,1
Witch's Cottage,1
Wistful Selkie,1
Wrenn's Resolve,1
Wretched Anurid,1
Wretched Camel,1
Youthful Knight,1
Zombie Infestation,1
Zhur-Taa Goblin,1
Zephyr Boots,1
Zendikar's Roil,1
"Zar Ojanen, Scion of Efrava",1
Zap,1
Zagoth Crystal,1
Youthful Valkyrie,1
Young Blue Dragon,1
Writhing Necromass,1
You Hear Something on Watch,1
You Find the Villains' Lair,1
Yotian Dissident,1
Yavimaya Sojourner,1
Yavimaya Iconoclast,1
Yavimaya Enchantress,1
"Yahenni, Undying Partisan",1
Wu Longbowman,1
Wirewood Symbiote,1
Wirewood Herald,1
Wall of Denial,1
Winterflame,1
Wayward Servant,1
Wavecrash Triton,1
Waterfront District,1
Watchwolf,1
Wash Away,1
Warren Weirding,1
Warping Wail,1
Warped Physique,1
Warlock Class,1
Warleader's Helix,1
Warfire Javelineer,1
Warden of the Wall,1
Warchanter Skald,1
War-Wing Siren,1
War Tax,1
War Barge,1
Wanderer's Twig,1
Wanderer's Strike,1
Wall of Tanglecord,1
Weapon Surge,1
Weather the Storm,1
Weldfast Engineer,1
Wildwood Scourge,1
Wingmantle Chaplain,1
Wingcrafter,1
Wingbeat Warrior,1
Wing Shards,1
Winds of Qal Sisma,1
Wind-Scarred Crag,1
Wind Sail,1
"Wilson, Refined Grizzly",1
Wildwood Escort,1
Welding Sparks,1
Wildfield Borderpost,1
Wild Magic Surge,1
Wild Hunger,1
Wild Cantor,1
Whispers of the Muse,1
Whisper of the Dross,1
Whiplash Trap,1
Whip Silk,1
Unfriendly Fire,1
Unexplained Disappearance,1
Unexpected Potential,1
Tainted Peak,1
Tempered in Solitude,1
Tempered Veteran,1
Teferi's Tutelage,1
Tavern Brawler,1
"Tatyova, Steward of Tides",1
Tasseled Dromedary,1
Tasigur's Cruelty,1
Tapping at the Window,1
Tandem Takedown,1
Talons of Wildwood,1
Talisman of Resilience,1
Talisman of Progress,1
Talisman of Indulgence,1
Talisman of Impulse,1
Talisman of Hierarchy,1
Talisman of Dominance,1
Talisman of Curiosity,1
Talisman of Conviction,1
Talas Scout,1
Temple Acolyte,1
Temple of the Dragon Queen,1
Temporal Fissure,1
The Birth of Meletis,1
Thirsting Roots,1
Thirst,1
Thermal Glider,1
Theft of Dreams,1
The Witch's Vanity,1
The Weatherseed Treaty,1
The Princess Takes Flight,1
The Flame of Keld,1
The Binding of the Titans,1
Temporal Spring,1
The Big Top,1
Thassa's Ire,1
Terror,1
Territorial Hammerskull,1
Teroh's Faithful,1
Tenacious Tomeseeker,1
Temur Charm,1
Tempting Witch,1
Tainted Wood,1
Tainted Isle,1
Thornado,1
Tainted Field,1
Survivor of Korlis,1
Survival Cache,1
Surge Node,1
Suq'Ata Lancer,1
Supply // Demand,1
Suntouched Myr,1
Suntail Hawk,1
Sunset Pyramid,1
Sunscorched Desert,1
Sunlance,1
Sunhome Enforcer,1
Sungrass Egg,1
Sundering Growth,1
Sunder Shaman,1
Sunblade Elf,1
Sunbathing Rootwalla,1
Sun Droplet,1
Summoner's Bond,1
Summer Bloom,1
Survivors' Encampment,1
Suspension Field,1
Suture Priest,1
Sylvan Might,1
T.A.P.P.E.R.,1
Synod Sanctum,1
Syndicate Guildmage,1
Synchronized Spellcraft,1
Symmetry Matrix,1
Sylvok Replica,1
Sylvok Lifestaff,1
Sylvan Ranger,1
Sword Coast Sailor,1
Swaggering Corsair,1
Swooping Lookout,1
Swiftwater Cliffs,1
Swift Response,1
Swelter,1
Swathcutter Giant,1
Swashbuckler Extraordinaire,1
Swarm Guildmage,1
Swallow Whole,1
Thopter Foundry,1
Thornwood Falls,1
Unearthly Blizzard,1
Transgress the Mind,1
Trygon Prime,1
Trusty Machete,1
Trusted Pegasus,1
Truefire Paladin,1
Truefire Captain,1
Trove of Temptation,1
Trophy Mage,1
Trophy Hunter,1
Trollbred Guardian,1
Triton Shorestalker,1
Triplicate Spirits,1
Trial of Ambition,1
Trial // Error,1
Treva's Ruins,1
Trepanation Blade,1
Treefolk Harbinger,1
Treacherous Terrain,1
Transplant Theorist,1
Transguild Promenade,1
Tuinvale Guide,1
Turn // Burn,1
Turn the Earth,1
Ulvenwald Mysteries,1
Undying Malice,1
Undercity Uprising,1
Undercity Upheaval,1
Undercity Informer,1
Undead Warchief,1
Unclaimed Territory,1
Unbender Tine,1
Umbral Mantle,1
Ulrich's Kindred,1
Turn to Frog,1
Tyrant's Scorn,1
Two-Handed Axe,1
Twisted Reflection,1
Twisted Justice,1
Twinstrike,1
Twinferno,1
Tuya Bearclaw,1
Turn to Mist,1
Transguild Courier,1
Tragic Lesson,1
Thought Harvester,1
Toy Boat,1
Thunderous Orator,1
Thundering Tanadon,1
Thundering Rebuke,1
Thundering Djinn,1
Thundering Chariot,1
Thunderclap,1
"Thryx, the Sudden Storm",1
Thrummingbird,1
Thrull Parasite,1
Thrilling Discovery,1
Thrill-Kill Assassin,1
Threaten,1
Threadbind Clique,1
Thrasher Brute,1
Thran Vigil,1
Thran Power Suit,1
Thraben Watcher,1
Thraben Heretic,1
Thoughtbind,1
Thunderous Wrath,1
Thunderscape Battlemage,1
Thundersteel Colossus,1
Tomakul Scrapsmith,1
Towering-Wave Mystic,1
Towashi Songshaper,1
Towashi Guide-Bot,1
Touchstone,1
Touch of the Void,1
Tormod's Crypt,1
Topplegeist,1
Topple the Statue,1
Toll of the Invasion,1
Tidal Wave,1
Tocasia's Dig Site,1
"Tobias, Doomed Conqueror",1
Tivadar's Crusade,1
Titanic Brawl,1
Titan's Presence,1
Tin Street Hooligan,1
Tin Street Dodger,1
Timely Reinforcements,1
Revolutionist,1
Revitalize,1
Golden Egg,1
Kor Celebrant,1
"Koll, the Forgemaster",1
Kolaghan Warmonger,1
Knotvine Mystic,1
Knight of the Last Breath,1
Knight of the Holy Nimbus,1
Knight of Dusk's Shadow,1
Knight of Dawn's Light,1
Kitsune Ace,1
Kithkin Zephyrnaut,1
Kirtar's Wrath,1
Kirtar's Desire,1
Kiora's Follower,1
Kinjalli's Caller,1
Kingfisher,1
King of the Pride,1
Kill Shot,1
Khalni Heart Expedition,1
Khalni Garden,1
Ketria Crystal,1
Koma's Faithful,1
Kor Chant,1
Merchant Scroll,1
Kor Halberd,1
Lazotep Reaver,1
Lawless Broker,1
Law-Rune Enforcer,1
Lava Spike,1
Last Rites,1
Last Gasp,1
Lashweed Lurker,1
Lashknife Barrier,1
Lash of the Balrog,1
Larder Zombie,1
Kuldotha Rebirth,1
Krovikan Mist,1
Krosan Verge,1
Krasis Incubation,1
Kozilek's Predator,1
Kozilek's Channeler,1
Korozda Gorgon,1
"Korlessa, Scale Singer",1
Kor Sanctifiers,1
Kessig Prowler,1
Kessig Naturalist,1
"Keskit, the Flesh Sculptor",1
Kenrith's Transformation,1
"Jiang Yanggu, Wildcrafter",1
Jhoira's Familiar,1
Jhessian Zombies,1
Jeskai Sage,1
Jeskai Elder,1
Jaya's Greeting,1
Jawbone Skulkin,1
Jagged Poppet,1
Jackal Pup,1
Jace's Ingenuity,1
Jace's Erasure,1
Izzet Locket,1
Izzet Guildmage,1
Izzet Guildgate,1
Izzet Cluestone,1
Izzet Chronarch,1
Ivory Tower,1
Iterative Analysis,1
Isareth the Awakener,1
Johann's Stopgap,1
Join Shields,1
Jousting Dummy,1
Kardur's Vicious Return,1
"Keleth, Sunmane Familiar",1
Keldon Megaliths,1
Keldon Marauders,1
Keeper of Fables,1
Keen Glidemaster,1
Kaya's Onslaught,1
Kaya's Ghostform,1
Kargan Warleader,1
Kami of Ancient Law,1
"Judith, the Scourge Diva",1
Kaleidostone,1
Kaervek's Torch,1
Jwar Isle Refuge,1
Just the Wind,1
Juniper Order Rootweaver,1
Jungle Lion,1
Jungle Hollow,1
Juggernaut,1
Leafdrake Roost,1
League Guildmage,1
Leap of Flame,1
Luxurious Libation,1
Mardu Skullhunter,1
Mardu Hordechief,1
Mardu Heart-Piercer,1
Mardu Hateblade,1
Marchesa's Smuggler,1
March from the Black Gate,1
Marble Diamond,1
Marauding Blight-Priest,1
Many Partings,1
Manor Gate,1
Manic Vandal,1
Mandible Justiciar,1
Manaweft Sliver,1
Manakin,1
Mana Drain,1
Malevolent Noble,1
Mage's Guile,1
Mage Duel,1
Maestros Charm,1
Mark of Mutiny,1
Marshaling Cry,1
Mascot Interception,1
Maximize Altitude,1
Mercadia's Downfall,1
"Meneldor, Swift Savior",1
Memorial to Genius,1
Memorial to Folly,1
Meldweb Strider,1
Medomai's Prophecy,1
Medicine Runner,1
Maze of Ith,1
Maw of the Obzedat,1
Mask of Immolation,1
Maulfist Revolutionary,1
Matca Rioters,1
Master of the Veil,1
Master Thief,1
Master Skald,1
Master Decoy,1
Master Chef,1
Masked Bandits,1
Macabre Waltz,1
Lurking Informant,1
Leave in the Dust,1
Lurking Automaton,1
Liliana's Devotee,1
Liliana's Defeat,1
Lignify,1
Lightning-Rig Crew,1
Lightning Rift,1
Lightform,1
Light 'Em Up,1
Lifespark Spellbomb,1
Life of Toshiro Umezawa,1
Library of Alexandria,1
Lethal Exploit,1
Leovold's Operative,1
Leonin Vanguard,1
Leonin Squire,1
Leonin Elder,1
Lens Flare,1
Legion Guildmage,1
Legerdemain,1
Ledev Champion,1
Lingering Mirage,1
Liquimetal Coating,1
Littjara Glade-Warden,1
Longshot Squad,1
Lucid Dreams,1
Loyal Apprentice,1
Love Song of Night and Day,1
Lorescale Coatl,1
"Loran, Disciple of History",1
Loran's Escape,1
Looming Spires,1
Lookout's Dispersal,1
Longbow Archer,1
"Livaan, Cultist of Tiamat",1
Long List of the Ents,1
Lonely Sandbar,1
Locked in the Cemetery,1
Loch Dragon,1
Zulaport Duelist,1
Loam Dryad,1
Living Lightning,1
Live Fast,1
Irregular Cohort,1
Ironhoof Boar,1
Ironclaw Orcs,1
Gruul Guildmage,1
Haunted Cadaver,1
Hashep Oasis,1
Hardy Outlander,1
Hardened Berserker,1
Haradrim Spearmaster,1
Hammer Dropper,1
Halo Scarab,1
Halo Hopper,1
Halimar Excavator,1
Hagra Constrictor,1
Hada Freeblade,1
Hackrobat,1
Gyre Engineer,1
Guildpact Informant,1
Guild Thief,1
Guild Artisan,1
Gudul Lurker,1
Guardian of Vitu-Ghazi,1
Gruul War Chant,1
Haunted Fengraf,1
Haze of Rage,1
Headstrong Brute,1
Hellhole Rats,1
High Alert,1
Hidden Strings,1
Hexgold Hoverwings,1
Heroes' Bane,1
Hero's Resolve,1
Hero's Downfall,1
Hero of the Pride,1
Heraldic Banner,1
Hellhole Flailer,1
Healer's Hawk,1
Heliod's Punishment,1
Heir of the Wilds,1
Heedless One,1
Hedron Crawler,1
Heated Debate,1
Heartless Pillage,1
Hearthfire Hobgoblin,1
Heap Doll,1
Gruul Locket,1
Gruul Guildgate,1
Highland Lake,1
Gruul Cluestone,1
Gravedigger,1
Graveblade Marauder,1
Grasslands,1
Grasping Thrull,1
Grasping Scoundrel,1
Grasping Dunes,1
Grafted Growth,1
"Gothmog, Morgul Lieutenant",1
"Goreclaw, Terror of Qal Sisma",1
Gore-House Chainwalker,1
"Gonti, Lord of Luxury",1
Golgari Thug,1
Golgari Rotwurm,1
Golgari Locket,1
Golgari Guildmage,1
Golgari Guildgate,1
Golgari Findbroker,1
Golgari Cluestone,1
Goldnight Commander,1
Gray Slaad,1
Great Hall of the Citadel,1
Greater Tanuki,1
Grip of Desolation,1
Gruul Charm,1
Grow from the Ashes,1
Groundswell,1
Ground Assault,1
Grotag Bug-Catcher,1
Grixis Grimblade,1
Grisly Salvage,1
"Grishnákh, Brash Instigator",1
Grimdancer,1
"Greta, Sweettooth Scourge",1
Grim Guardian,1
Grim Draugr,1
Grim Discovery,1
Grim Bounty,1
Griffin Rider,1
Griffin Guide,1
Grey Knight Paragon,1
Grey Havens Navigator,1
High Fae Negotiator,1
Hindering Light,1
Iron Verdict,1
Ilysian Caryatid,1
Ingenious Artillerist,1
Inga Rune-Eyes,1
Infernal Plunge,1
Infected Vermin,1
Infantry Veteran,1
Indulgent Aristocrat,1
Indentured Djinn,1
Indatha Crystal,1
Incubation // Incongruity,1
Incorrigible Youths,1
Incendiary Dissent,1
Impulsive Pilferer,1
Imperious Oligarch,1
"Imoti, Celebrant of Bounty",1
Immolation,1
Immolating Glare,1
Immerwolf,1
Immersturm Skullcairn,1
Immersturm Raider,1
Ingot Chewer,1
Inkfathom Witch,1
Inner Demon,1
Inventor's Apprentice,1
Ire Shaman,1
Ipnu Rivulet,1
Invulnerability,1
Invisible Stalker,1
Invigorating Surge,1
Invigorating Boon,1
Invigorated Rampage,1
Invert // Invent,1
Invasion of Zendikar,1
Inscribed Tablet,1
Invasion of Lorwyn,1
Invasion of Eldraine,1
Into the North,1
Intimidation Bolt,1
Interdict,1
Intercessor's Arrest,1
Inspiring Leader,1
Inspiring Call,1
Immediate Action,1
Illusionist's Stratagem,1
Hired Heist,1
Ignite Memories,1
Hotshot Mechanic,1
Hornswoggle,1
Horizon Spellbomb,1
Horizon Seeker,1
Hordeling Outburst,1
Horde Ambusher,1
Hopeless Nightmare,1
Hopeful Vigil,1
Hope Tender,1
Hooded Assassin,1
Honored Crop-Captain,1
Honor the God-Pharaoh,1
Honeymoon Hearse,1
Homestead Courage,1
Hollow Scavenger,1
Holdout Settlement,1
Hobble,1
Hoarding Dragon,1
Hisoka's Defiance,1
Hound Tamer,1
House Guildmage,1
Howl of the Night Pack,1
Ice Out,1
Igneous Pouncer,1
Ichorclaw Myr,1
Ichor Drinker,1
Icehide Troll,1
Icefeather Aven,1
Icebind Pillar,1
Iceberg,1
Ice Over,1
Ice Cage,1
Howling Giant,1
Icatian Javelineers,1
Hypothesizzle,1
Hunting Pack,1
Hunter's Edge,1
Hungry for More,1
Humiliate,1
Hulking Ogre,1
Hulking Bugbear,1
Merchant Raiders,1
Merchant Ship,1
Revenge of the Drowned,1
Prodigy's Prototype,1
Prison Realm,1
Prismatic Strands,1
Prismari Campus,1
Primal Growth,1
Priest of the Haunted Edge,1
Priest of Urabrask,1
Priest of Gix,1
Price of Betrayal,1
Press into Service,1
Prava of the Steel Legion,1
Practical Research,1
Powerstone Fracture,1
Power Sink,1
Power Conduit,1
Pouncing Jaguar,1
Postmortem Lunge,1
Possessed Skaab,1
Port of Karfell,1
Port Inspector,1
Pristine Talisman,1
Prohibit,1
Merchant of the Vale,1
Promise of Bunrei,1
Qarsi Deceiver,1
Pyrohemia,1
Pyroceratops,1
Pyreheart Wolf,1
Pyre Hound,1
Putrid Leech,1
Put Away,1
Purge the Profane,1
Puresight Merrow,1
Pure // Simple,1
Punishing Fire,1
Puncture Blast,1
Pugnacious Pugilist,1
Psychic Strike,1
Psychic Pickpocket,1
Psychic Drain,1
Prosperous Thief,1
Prosperous Pirates,1
Prophet of Distortion,1
Ponyback Brigade,1
Pondering Mage,1
Polluted Mire,1
Pollenbright Wings,1
Phyrexian Walker,1
Phyrexian Reclamation,1
Phyrexian Espionage,1
Phyrexian Censor,1
Pharika's Mender,1
Pharika's Libation,1
Phantom Warrior,1
Phantom Centaur,1
Phantasmal Terrain,1
Phantasmal Form,1
Phalanx Tactics,1
Phalanx Leader,1
Petrahydrox,1
Persistent Petitioners,1
Perplex,1
Peppersmoke,1
Penumbra Bobcat,1
Pelakka Wurm,1
Pegasus Stampede,1
Phyrexian War Beast,1
"Pianna, Nomad Captain",1
Pierce Strider,1
Planar Atlas,1
Pointed Discussion,1
Plunge into Winter,1
Plumes of Peace,1
Pledge of Unity,1
Plaxmanta,1
Plated Onslaught,1
Plate Armor,1
Plasma Jockey,1
Plaguecrafter,1
Pilfered Plans,1
Plague Stinger,1
Pitiless Pontiff,1
Pitiless Plunderer,1
Piston-Fist Cyclops,1
Pirate's Prize,1
Piracy Charm,1
Pine Walker,1
Pilfering Hawk,1
Quandrix Pledgemage,1
Queen of Ice,1
Queen's Bay Soldier,1
"Rebbec, Architect of Ascension",1
Relic Axe,1
Release the Dogs,1
Reject Imperfection,1
Regicide,1
Referee Squad,1
Reef Pirates,1
Reduce to Memory,1
Reduce // Rubble,1
Redtooth Vanguard,1
Redcap Raiders,1
Redcap Heelslasher,1
Recoil,1
Reclusive Taxidermist,1
Reclaim the Wastes,1
Reckoner's Bargain,1
Reckoner Shakedown,1
Reckless Racer,1
Reckless One,1
Rebuild,1
Relic Barrier,1
Relic Golem,1
Relief Captain,1
Restrain,1
Revelation of Power,1
Return to the Earth,1
Return to Dust,1
Return Upon the Tide,1
Retreat to Valakut,1
Retreat to Kazandu,1
Retreat to Emeria,1
Retreat to Coralhelm,1
Rescuer Sphinx,1
Remote Isle,1
Rescuer Chwinga,1
Rescue from the Underworld,1
Repopulate,1
Repentance,1
Repair and Recharge,1
Renewed Faith,1
Render Inert,1
"Renari, Merchant of Marvels",1
Reborn Hope,1
Reaping the Graves,1
Quick Study,1
Reaper's Talisman,1
Rakdos Firewheeler,1
Rakdos Cluestone,1
Raised by Wolves,1
Raise the Alarm,1
Rain of Revelation,1
Raiders' Spoils,1
Raid Bombardment,1
Ragemonger,1
Rageform,1
Rage Forger,1
Rafter Demon,1
Raffine's Silencer,1
Raffine's Guidance,1
Radiant's Dragoons,1
"Radha, Heir to Keld",1
